,Impulsivity,Reckless_behaviour,Blurting,Interrupting,Talkative,Difficulty_delaying_gratification,Difficulty_waiting_turn,Misjudged_time,Inattention,Fidgety,Restless,Difficulty_concentrating,Needed_deadlines,Irritable,Impatient,Stubborn,Bored,Difficulty_sleeping,Checking_for_mistakes,Difficult_to_touch_rubbish,Contamination_concerns,Performed_rituals,Compulsions_1,Checking,Try_to_prevent_harm,Checking_so_nothing_terrible_would_happen,Rituals_for_protection,Fear_of_mistakes,Perfectionism,Responsibility_to_ensure_everything_was_in_order,Very_strict_with_self,One_right_way_to_do_things,Upsetting_thoughts,Obsessive_thoughts,Compulsions_2,Fear_of_acting_on_compulsions,Guilt_about_obsessions,Thoughts_would_harm_other_people_unintentionally,Having_upsetting_thought_made_it_more_likely_to_happen,Repeat_words_to_stop_obsessions,Need_for_order,Strict_routine_doing_ordinary_things,Do_everything_exactly_right_leaving_home,Got_stuck_doing_routine_behaviours,Suicidal_ideation,Intrusive_thoughts_about_self_harm,Suicidal_ideation_and_plans,Told_someone_about_suicidality,Fear_of_fear,Sought_help_for_panic,Rush_of_fear_and_related_impairment,Fear_of_specific_situations,Claustrophobia,Safety_zone,Thought_might_be_dying,Afraid_of_physical_symptoms,Frightened_by_nausea,Fear_of_loss_of_control,Disconnected_or_detached,Racing_or_pounding_heart,Trembling,Feeling_anxious_,Fear,Avoidance_of_social_situations_1,Avoid_disagreeing_with_others,Concerns_about_being_observed_public_speaking,Tension_headaches_before_social_situations,Angry,Bad_temper,Guilt_about_anger,Felt_like_breaking_things,Anger_fixation,Resentful,Guilt_and_low_self_worth,Envy,Hostile,Loss_of_control_of_drinking,Using_larger_amounts_of_alcohol_than_intended,Fast_drinking_for_quick_effect,Drank_for_negative_affect,Drank_because_nothing_to_do,Drank_because_angry_with_self,Drank_because_lonely,Drank_because_annoyed,Drank_because_tense,Drank_because_of_physical_pain,Large_amounts_of_time_drinking,Used_drugs_to_get_high,Time_recovering_from_drugs,Drank_because_deserved_it,Drank_to_unwind,Depressed_mood,Felt__attacked,Paranoia__people_are_against_them_,Thoughts_of_people_trying_to_upset_deliberately,Olfactory_hallucination,Sense_of_unreality,Sense_of_danger_or_dread,Something_seriously_wrong_with_body,Lights_or_colours_seemed_brighter,Paranormal_experiences,Thought_insertion,Doubted_dreams_were_the_product_of_own_mind,Thought_broadcasting,Someone_something_playing_games_with_mind,Felt_part_of_body_did_not_belong,Paranoia__people_want_to_hurt_them,Paranoia__being_followed_or_observed,Auditory_hallucinations,Mistook_noises_for_voices,Ideas_of_reference,Special_powers,Felt_was_very_special,Had_a_sixth_sense,Heard_voices,Anxious_arousal_due_to_trauma,Dysphoria_due_to_trauma,Avoidance_of_cues_and_emotional_detachment,Self_blame_for_trauma,Trauma_amnesia,Reexperiencing_trauma,Social_interaction_concerns,Role_and_relationship_impairment_from_drug_use,Relationship_friction_around_drug_use,Urge_to_use_drugs,Money_problems_due_to_drug_use,Used_drugs_in_hazardous_situations,Prioritising_drug_use,Dependence_on_drugs,Withdrawal_from_drugs,Had_to_keep_taking_drugs_once_started,Used_drugs_after_deciding_not_to,Tolerance_to_drugs,More_drugs_than_intended_and_despite_psychological_problems,Suicidal_plans,Hopelessness,Suicidal_thoughts__better_off_dead,Unafraid_of_dying,Worry_about_panic,Fear_of_leaving_the_house_alone,Nervous_or_anxious,Panic_episode,Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,Chest_pain,Felt_could_not_breathe,Dizzy_or_lightheaded,Feared_fainting,Avoidance_of_social_situations_2,Avoidance_of_crowded_places,Fear_of_negative_evaluation,Fear_of_being_centre_of_attention,Drinking_large_amounts,Felt_should_cut_down_drinking,Anhedonia,Felt_like_a_failure
Restless,0.538310144,0.438652081,0.534285287,0.464803007,0.435498673,0.442869534,0.502817963,0.425952731,0.609038919,0.632186983,1,0.520740425,0.373179403,0.380055292,0.494625389,0.352960719,0.480759886,0.403730674,0.426298811,0.21234284,0.254994794,0.247917264,0.387092728,0.288448113,0.286850459,0.286823767,0.229315898,0.430343777,0.399066557,0.308710967,0.352185147,0.320334216,0.421691135,0.347390114,0.296857939,0.371087814,0.284940481,0.239607252,0.311890295,0.287124243,0.371869252,0.316785178,0.312920516,0.324998436,0.243530744,0.283098661,0.264813139,0.166899765,0.357260793,0.237676442,0.416801205,0.378533234,0.274108898,0.274409697,0.324858114,0.33625605,0.28083221,0.405387779,0.381032402,0.36214538,0.364435252,0.430734298,0.44105238,0.354539043,0.32103684,0.407190383,0.316071745,0.386015041,0.322964085,0.31201829,0.310911246,0.372316808,0.408795794,0.35974016,0.273345098,0.360493059,0.200515491,0.168889021,0.196731451,0.235665052,0.200499754,0.221304481,0.182243737,0.225455302,0.22969705,0.156682362,0.167820188,0.179880856,0.181827432,0.159791953,0.115091663,0.375448378,0.209820522,0.35801512,0.260973266,0.165909223,0.31392321,0.270774572,0.233337149,0.26790509,0.293827665,0.216461292,0.202807032,0.296491315,0.225830038,0.182334801,0.228775903,0.268669533,0.237110994,0.187103311,0.203454986,0.231650619,0.239061212,0.207045655,0.234587405,0.308950197,0.302271745,0.319354857,0.24463794,0.26407299,0.300714426,0.374707928,0.231984981,0.175317111,0.190416339,0.141827341,0.139765655,0.157185173,0.205063742,0.078179293,0.180107888,0.180664603,0.169896933,0.193775306,0.245119188,0.318411942,0.290391945,0.163189263,0.315965181,0.266765559,0.357230481,0.388018053,0.263379606,0.288038059,0.325953216,0.298741851,0.259274013,0.299901665,0.323230051,0.381205044,0.369287715,0.148138608,0.126801137,0.343599669,0.310040776
Difficulty_concentrating,0.58071715,0.467698731,0.610403595,0.526386819,0.475981231,0.606928152,0.545898033,0.666907661,0.896188741,0.663319439,0.520740425,1,0.671645882,0.575916555,0.687953738,0.461817619,0.59425668,0.575735586,0.495863261,0.261746237,0.279786743,0.261050388,0.406355486,0.292831942,0.345345514,0.29294038,0.237816741,0.556982651,0.424096902,0.310502224,0.341595652,0.338239491,0.60279679,0.439727538,0.334707944,0.486990409,0.410454913,0.293129278,0.399481001,0.338263977,0.407778133,0.31515457,0.328224156,0.366078614,0.457989512,0.412600296,0.46392571,0.282817271,0.502930975,0.312620923,0.629780814,0.558519459,0.347490373,0.405615019,0.409013127,0.475754254,0.372637499,0.551479273,0.550726563,0.50211994,0.476951672,0.718491306,0.67108467,0.64075238,0.530210659,0.665816297,0.479944157,0.527082457,0.433439998,0.419581989,0.41200689,0.521262846,0.560526909,0.672858956,0.457333734,0.451439795,0.264082423,0.214161738,0.240242687,0.302102882,0.228760752,0.272344271,0.227713553,0.244844172,0.303517122,0.172403986,0.18197244,0.242746183,0.270400651,0.163626931,0.108527774,0.712098575,0.268998637,0.495996983,0.315621343,0.20097459,0.390434039,0.386022231,0.358105965,0.306001889,0.294420783,0.252197784,0.225491176,0.354136042,0.258205208,0.212002079,0.303085925,0.33918296,0.255853386,0.239859231,0.21093162,0.207279488,0.232407807,0.155206965,0.276629432,0.398459951,0.399113509,0.423403555,0.355087286,0.338737323,0.407428731,0.656274831,0.327244135,0.242633363,0.268002019,0.228113221,0.187557755,0.259441608,0.291115719,0.185703241,0.241086379,0.223013446,0.252175665,0.303177149,0.395662733,0.622373653,0.547470516,0.292227699,0.450655113,0.382356154,0.541183181,0.54384942,0.339193965,0.401600344,0.426750991,0.423884022,0.318110683,0.560945119,0.51346289,0.629302238,0.609650255,0.179833227,0.12410129,0.678814646,0.620351272
Needed_deadlines,0.414242409,0.327407657,0.431787488,0.391432137,0.37630406,0.471478353,0.382644159,0.4890886,0.614455676,0.412160945,0.373179403,0.671645882,1,0.371733365,0.473966056,0.323768501,0.437550022,0.368943303,0.356976994,0.177621353,0.192092445,0.206341777,0.294293226,0.200452412,0.238925561,0.2033398,0.166745818,0.40874841,0.316875823,0.232844013,0.257854067,0.246919789,0.367555194,0.291306379,0.21561588,0.30825926,0.260373875,0.19751009,0.253278748,0.208287597,0.277614266,0.233628003,0.225677483,0.258056446,0.26624216,0.238936821,0.271060064,0.16436534,0.300217845,0.159064009,0.386181981,0.32632999,0.212063128,0.233839329,0.239526225,0.287545652,0.220290067,0.322982386,0.336965128,0.29729016,0.287191008,0.431540143,0.400477876,0.39925186,0.358435814,0.43931475,0.292925967,0.323742446,0.270646167,0.289168236,0.261397623,0.342972642,0.369093301,0.420998626,0.309448982,0.31883717,0.167211965,0.14461921,0.162215081,0.185550324,0.140114612,0.177881427,0.148363357,0.152711923,0.184348516,0.095300279,0.101457589,0.10859776,0.144391739,0.123148765,0.107431433,0.428011775,0.166032778,0.321841474,0.208780273,0.102943251,0.254842768,0.257638075,0.217318116,0.181099828,0.169742914,0.136277199,0.129594838,0.208715665,0.159728018,0.13879627,0.165363527,0.20106706,0.16842335,0.152117019,0.132943229,0.130466055,0.15538352,0.095604637,0.165157323,0.223827169,0.221367846,0.245290886,0.203325731,0.205689871,0.235355663,0.414354456,0.166844097,0.091050935,0.139447646,0.075125912,0.078582092,0.148010349,0.165423369,0.124126152,0.101991638,0.166781641,0.116692098,0.161443953,0.217610366,0.362766894,0.327833706,0.176603987,0.252874448,0.198178316,0.325140658,0.326527532,0.198036118,0.239265023,0.242038237,0.241880957,0.155019105,0.345274415,0.313067483,0.419493359,0.392340402,0.117046163,0.087109676,0.394703885,0.380621218
Irritable,0.383588406,0.347014398,0.444892932,0.384829722,0.330763002,0.393182466,0.425416001,0.387789528,0.588033673,0.5104494,0.380055292,0.575916555,0.371733365,1,0.707245065,0.69900393,0.447529651,0.441735557,0.411111039,0.234959454,0.261226728,0.247790275,0.335944379,0.241593732,0.281045096,0.262490371,0.217393343,0.474922438,0.390687255,0.31138355,0.3445091,0.342059747,0.514744967,0.385205298,0.269409073,0.428932491,0.396674058,0.285711792,0.353670466,0.317301075,0.355656999,0.28880995,0.272299517,0.297569488,0.393685883,0.348271448,0.393329427,0.249711949,0.402163351,0.23035649,0.498603743,0.46881445,0.298877846,0.32637039,0.33640033,0.381801639,0.316710279,0.497049237,0.452325693,0.40890057,0.41470042,0.645399388,0.575121221,0.532565116,0.389556656,0.552076801,0.421038651,0.835605723,0.703599212,0.62239491,0.597366177,0.778300575,0.766524197,0.589605375,0.488837155,0.672542077,0.23313857,0.197101135,0.242114991,0.30020342,0.204789014,0.29082414,0.219818987,0.319828356,0.309115492,0.171948745,0.190219967,0.248592266,0.189264106,0.195378639,0.125553261,0.636631135,0.273762591,0.469286788,0.343767682,0.173515963,0.3183795,0.325741307,0.265763311,0.258995787,0.253767022,0.2226424,0.180482354,0.304094056,0.226890652,0.179508487,0.26772836,0.307447485,0.218879262,0.214114576,0.1896812,0.173856218,0.20389308,0.151455547,0.215600932,0.332223261,0.342295345,0.365514762,0.297932152,0.301009713,0.339758771,0.530961962,0.241593999,0.23127949,0.236463513,0.178305522,0.121448592,0.222907569,0.254021279,0.185886758,0.213463906,0.180821436,0.259346117,0.233604608,0.313496886,0.539972335,0.464354519,0.202817412,0.355155621,0.300469626,0.447978716,0.424728687,0.269364217,0.327190398,0.353579358,0.342032791,0.257310615,0.465663987,0.438831777,0.535001685,0.501352713,0.187749293,0.110447733,0.582488587,0.540609865
Impatient,0.520110325,0.413700142,0.549594402,0.515318351,0.424013082,0.484915845,0.556960593,0.493689936,0.711930432,0.565783972,0.494625389,0.687953738,0.473966056,0.707245065,1,0.566123123,0.55467419,0.471794539,0.435459374,0.218221204,0.254844873,0.226222838,0.353425436,0.273762204,0.311488136,0.277449796,0.222771844,0.491353248,0.418842526,0.322326536,0.342533577,0.360477164,0.514165352,0.385207662,0.286921683,0.436125631,0.374009505,0.283135013,0.351482652,0.313841369,0.378846105,0.305958817,0.270035393,0.320427483,0.368801693,0.338004845,0.372722485,0.225707822,0.408014068,0.257917929,0.520858975,0.46395197,0.302104596,0.320867102,0.344581197,0.378068752,0.312283246,0.494217131,0.436044729,0.406168491,0.383067522,0.597504945,0.552032546,0.523640363,0.402344241,0.546716702,0.401137366,0.664007413,0.592103166,0.505962799,0.476813483,0.61822303,0.638024057,0.550832758,0.423461739,0.599939082,0.24262916,0.203827446,0.232900559,0.277966716,0.225184054,0.278970255,0.208963349,0.288294562,0.293896241,0.156440855,0.187794389,0.224622194,0.17965456,0.160168909,0.120908672,0.587719681,0.254301859,0.466111844,0.313393094,0.176229463,0.330708188,0.331206053,0.292330684,0.275865836,0.266444209,0.222698553,0.197883027,0.298423538,0.237763154,0.173319703,0.278551905,0.296512844,0.233848098,0.192485619,0.188585172,0.181554983,0.212647075,0.152507471,0.229723979,0.323193867,0.329237673,0.349636282,0.291119234,0.288314289,0.333173057,0.53365501,0.237665898,0.219923874,0.229135544,0.185417504,0.11556081,0.198540927,0.231583544,0.155259342,0.192275651,0.161835272,0.233039072,0.250779674,0.307044415,0.51209042,0.446881134,0.196870262,0.352988154,0.297462261,0.461020162,0.435516351,0.294168155,0.323580271,0.356609947,0.339828357,0.268315333,0.452130115,0.428764303,0.536251999,0.495716666,0.188394708,0.120111838,0.547600224,0.501439151
Stubborn,0.377231976,0.362216455,0.397798352,0.367232966,0.306508187,0.369226671,0.418277514,0.338999589,0.488872728,0.442455621,0.352960719,0.461817619,0.323768501,0.69900393,0.566123123,1,0.38949382,0.309353666,0.372765133,0.204578443,0.228215095,0.243096323,0.305666474,0.223492858,0.255854956,0.246351565,0.190904331,0.401613259,0.34432284,0.256643222,0.292723819,0.336959988,0.400561659,0.33193361,0.240560628,0.356916654,0.329365537,0.263481305,0.289488644,0.290094857,0.299457879,0.261396232,0.263647442,0.27322609,0.293250683,0.283257602,0.303109628,0.206140829,0.321666433,0.185706208,0.38889907,0.380289392,0.238267849,0.255191101,0.280880806,0.312891001,0.282749508,0.400797012,0.372870891,0.315803984,0.329612457,0.483244448,0.456233608,0.423654754,0.313930358,0.460343555,0.335011497,0.625137793,0.605733252,0.507207714,0.485488566,0.640618838,0.67725842,0.463305604,0.412198485,0.625625378,0.205708181,0.185981554,0.224361451,0.232580914,0.195392004,0.258967052,0.175054859,0.249358931,0.235281614,0.12034535,0.19167181,0.205439581,0.204515624,0.179726586,0.113267503,0.471124029,0.257311881,0.40424975,0.303655556,0.139852333,0.290267093,0.261170825,0.232399851,0.239278182,0.205939099,0.21142884,0.167664208,0.27131949,0.212078597,0.149571225,0.236700906,0.273611041,0.180825872,0.175359953,0.17695556,0.150720766,0.1926824,0.118391703,0.200958239,0.260594096,0.249371635,0.283316294,0.238717532,0.237951469,0.25193865,0.429056754,0.233434463,0.265244828,0.20847224,0.18007457,0.152606373,0.228944583,0.191121574,0.19669592,0.191326266,0.16911035,0.231822374,0.224116245,0.261232477,0.37999798,0.34897178,0.166957275,0.284378581,0.255504979,0.326307593,0.356611918,0.225426701,0.248234229,0.294152147,0.276926241,0.218589579,0.374816773,0.360974191,0.450508649,0.412003749,0.187205088,0.096812857,0.428006672,0.398742379
Bored,0.486028838,0.435737027,0.496024122,0.443962898,0.387518534,0.47109041,0.502494546,0.410691496,0.613032807,0.545421811,0.480759886,0.59425668,0.437550022,0.447529651,0.55467419,0.38949382,1,0.383182989,0.380513949,0.231276402,0.242596949,0.246250189,0.33820201,0.238238117,0.275167233,0.244677791,0.207051877,0.430139124,0.340763168,0.25489744,0.297555178,0.293838034,0.441131751,0.362400157,0.296317878,0.410025381,0.333946659,0.258263577,0.323941233,0.299459028,0.334113585,0.286686765,0.26114031,0.304694517,0.31559664,0.302082351,0.315947891,0.194404188,0.353509518,0.227392259,0.432967297,0.415146247,0.286984154,0.300246747,0.307982115,0.346271895,0.290942645,0.412017727,0.384794272,0.334513405,0.330486375,0.453167408,0.440179932,0.429361632,0.346303606,0.474003769,0.33028865,0.408391223,0.376805394,0.328866402,0.3620031,0.418294366,0.474242253,0.445306544,0.370467255,0.377541458,0.258118261,0.228524784,0.251590859,0.237747543,0.32512593,0.261422606,0.232215012,0.238948724,0.231755193,0.155526536,0.199990018,0.180666583,0.245431207,0.187018964,0.120064622,0.479566508,0.22569936,0.387191446,0.259687973,0.166211838,0.299916197,0.288624427,0.257381541,0.245026491,0.235080131,0.202869251,0.202398089,0.292343903,0.207042968,0.171658448,0.233805528,0.271726102,0.205230529,0.195027069,0.175502486,0.185609659,0.229067121,0.143375795,0.214952705,0.324791237,0.31189853,0.342311468,0.273028795,0.286165819,0.303107494,0.452836593,0.255455869,0.197772784,0.206070971,0.188740267,0.123023824,0.19091944,0.213699774,0.140363122,0.185646097,0.192885385,0.19820218,0.238546096,0.274497577,0.4222975,0.373266931,0.184196393,0.316720457,0.272203615,0.351802438,0.379776654,0.262404378,0.275183349,0.327941485,0.288410539,0.258871074,0.366385484,0.359310619,0.450920742,0.42642949,0.215341275,0.14790404,0.475466624,0.408071465
Difficulty_sleeping,0.339913421,0.308931318,0.388665016,0.323989052,0.314327413,0.358269428,0.356997787,0.394562875,0.585011064,0.525523983,0.403730674,0.575735586,0.368943303,0.441735557,0.471794539,0.309353666,0.383182989,1,0.363268057,0.162568776,0.198231266,0.19502061,0.284785199,0.219551951,0.265382032,0.212054158,0.193521488,0.413101475,0.326742057,0.251238013,0.270042304,0.26870241,0.479537719,0.328424482,0.252924199,0.366157083,0.316923312,0.227681408,0.30361135,0.250365489,0.279159639,0.259585511,0.234282795,0.269504885,0.373695921,0.350663405,0.380030998,0.238383859,0.429512976,0.261514117,0.501882256,0.465136511,0.306975884,0.347600631,0.358972951,0.401654024,0.323636182,0.423325944,0.427441491,0.470322782,0.468474361,0.605771296,0.544477973,0.514406766,0.375747514,0.501818021,0.432936367,0.408289231,0.315197521,0.317061703,0.300569158,0.39643881,0.387556557,0.520409529,0.317179539,0.298361562,0.179933373,0.150050082,0.185144868,0.250763417,0.16223724,0.221091578,0.205530152,0.197248109,0.244758211,0.201011362,0.165276366,0.181486292,0.17853502,0.128265484,0.095892443,0.573572992,0.213581179,0.373507203,0.239799336,0.166175355,0.29945187,0.301609713,0.285117224,0.239325522,0.250008301,0.188652041,0.164993922,0.269731046,0.199848056,0.170154905,0.233178492,0.251782666,0.230605675,0.167825803,0.136195909,0.115930533,0.139947422,0.133684452,0.21952811,0.381035155,0.385895791,0.391352407,0.327364348,0.286754862,0.392658983,0.511321822,0.210426479,0.169890636,0.182141792,0.145180863,0.137303676,0.155223635,0.239516259,0.129304914,0.194227855,0.152205216,0.19654116,0.20469086,0.330382045,0.504238424,0.442397301,0.22630282,0.395495429,0.339139593,0.471868332,0.438674368,0.295373698,0.360179573,0.363080911,0.359474362,0.284427269,0.452647869,0.420141873,0.470163076,0.472031693,0.146961462,0.103295422,0.556055206,0.487839823
Checking_for_mistakes,0.368873517,0.319426095,0.437460947,0.366640657,0.329082281,0.3527086,0.388025608,0.393356909,0.528323735,0.454861546,0.426298811,0.495863261,0.356976994,0.411111039,0.435459374,0.372765133,0.380513949,0.363268057,1,0.402121389,0.501731868,0.446176726,0.67342389,0.556175877,0.496443302,0.562823967,0.388024567,0.73029604,0.75718351,0.580449294,0.59381724,0.555892226,0.594790501,0.542978523,0.436116925,0.549017522,0.475866801,0.390417765,0.483169782,0.424956175,0.566058369,0.551452715,0.471874219,0.523056268,0.286773156,0.379183532,0.312907304,0.186321506,0.422602126,0.249266563,0.485531588,0.466767376,0.330104574,0.342772653,0.373042316,0.405513372,0.342459807,0.437417898,0.405024579,0.384566125,0.365816961,0.471248262,0.491394766,0.449889063,0.414793881,0.540051871,0.39461676,0.378402297,0.314821437,0.331875406,0.322149888,0.408352036,0.449567164,0.456554391,0.355067911,0.38784174,0.172079642,0.152255363,0.201814501,0.202090883,0.157295573,0.211667123,0.169284676,0.178578918,0.223356987,0.156247521,0.143077846,0.188172947,0.165440419,0.13870239,0.09660341,0.43238162,0.280774741,0.482917521,0.333580938,0.219077995,0.396812054,0.332588151,0.336086491,0.309691157,0.340886993,0.262852382,0.223003525,0.363291078,0.265238242,0.238117332,0.325787855,0.375586626,0.293843885,0.244947722,0.251437834,0.249584661,0.269986408,0.231271948,0.26400849,0.37204344,0.340473223,0.36768212,0.293709884,0.28753369,0.352996869,0.495181431,0.214354077,0.22657691,0.223202747,0.166221344,0.179742613,0.219737266,0.234170594,0.121237385,0.200018381,0.147590175,0.187112342,0.220923985,0.272364509,0.388421706,0.367635278,0.188434196,0.379734776,0.321163953,0.412794077,0.435934714,0.312907584,0.326765874,0.352234155,0.358861344,0.289342137,0.386005757,0.401011177,0.525323713,0.503101523,0.122574411,0.08490644,0.387525692,0.39018262
Difficult_to_touch_rubbish,0.198447588,0.198456876,0.232332141,0.183203419,0.128871368,0.209654763,0.226744512,0.202761589,0.272017572,0.265038955,0.21234284,0.261746237,0.177621353,0.234959454,0.218221204,0.204578443,0.231276402,0.162568776,0.402121389,1,0.620308112,0.311797201,0.432709489,0.369485126,0.365346617,0.344030357,0.314317935,0.365085475,0.391975473,0.282204809,0.35031853,0.336826077,0.334909294,0.360425161,0.300249979,0.325606427,0.283891757,0.250433719,0.335594016,0.284142724,0.357076324,0.364644798,0.369880177,0.341280853,0.170781165,0.220663734,0.181893405,0.098757813,0.241048471,0.154658523,0.277849585,0.304445572,0.242804584,0.242385803,0.234127885,0.263527891,0.238606331,0.237811198,0.230199434,0.214211759,0.197189585,0.244389864,0.273397403,0.27122363,0.233450558,0.297734271,0.242335281,0.207487673,0.19398477,0.172615809,0.191538592,0.236843741,0.258256303,0.233053187,0.218599957,0.223619913,0.122509914,0.087325169,0.114049431,0.090791206,0.101281778,0.141215386,0.089797532,0.130251725,0.140296158,0.0865993,0.097508838,0.133834941,0.156836342,0.098548987,0.02722496,0.225524291,0.140223874,0.254070467,0.223639969,0.185892911,0.221218601,0.217994409,0.201474268,0.211706149,0.217999791,0.177956159,0.174705517,0.212365441,0.160856304,0.156213279,0.210397603,0.241814726,0.179341798,0.160991158,0.199692209,0.177566162,0.185254148,0.133785483,0.18548222,0.229071082,0.203376892,0.220144181,0.19236807,0.168575739,0.197459333,0.284119088,0.16340314,0.181785983,0.18484454,0.120062658,0.118004684,0.138589609,0.194561444,0.106711916,0.170088921,0.110527011,0.129250008,0.173327768,0.15722973,0.211700513,0.201574003,0.102144975,0.245156085,0.241376562,0.229918805,0.264508074,0.191572487,0.212011823,0.221034464,0.222208163,0.22513744,0.23889604,0.281304964,0.286906882,0.275919873,0.066737081,0.033415446,0.191297948,0.208147778
Contamination_concerns,0.243938602,0.219407814,0.261826902,0.2294392,0.167955743,0.222341815,0.258094128,0.242404996,0.302192632,0.294348348,0.254994794,0.279786743,0.192092445,0.261226728,0.254844873,0.228215095,0.242596949,0.198231266,0.501731868,0.620308112,1,0.365489281,0.507018915,0.448290169,0.435482901,0.437046483,0.366820348,0.442489391,0.49649303,0.386822723,0.399623493,0.406082235,0.385423679,0.387646922,0.336700074,0.410760364,0.332008458,0.312126592,0.376617161,0.328183901,0.450758629,0.427420462,0.423968368,0.421700879,0.184567829,0.276291854,0.213119053,0.12446915,0.290381489,0.191603724,0.307304457,0.345614291,0.267644257,0.288592434,0.292862318,0.312682544,0.289158069,0.289507716,0.247101384,0.257294182,0.265387285,0.262654497,0.317467104,0.300318598,0.261266103,0.339435844,0.263254003,0.246397598,0.222984599,0.205877143,0.217213637,0.260930433,0.302039698,0.250418432,0.228532424,0.28979242,0.10692922,0.076520515,0.111189957,0.110318576,0.080624423,0.140124103,0.095182085,0.12161689,0.129302628,0.123752416,0.092249418,0.163450387,0.105179909,0.10201244,0.036863607,0.248755132,0.179205329,0.316920458,0.257642907,0.193057222,0.255999179,0.229254978,0.242014411,0.23997256,0.259678767,0.190824629,0.210305727,0.239617526,0.204804003,0.181820733,0.264615493,0.278894745,0.200694936,0.184214005,0.19761818,0.215342896,0.213270427,0.187929897,0.202194745,0.299123747,0.247313875,0.261236883,0.187505464,0.174163815,0.254375289,0.314000465,0.189697044,0.222533344,0.197649891,0.129508861,0.135275453,0.172049598,0.240986535,0.125164707,0.1536187,0.135964361,0.162304581,0.191369431,0.189848256,0.221132298,0.228168701,0.136596614,0.278098499,0.262981202,0.247390402,0.285910175,0.272801206,0.258396077,0.256209295,0.259047959,0.272932553,0.262741153,0.309932136,0.315118193,0.31689839,0.049990877,0.027020096,0.209539923,0.211987692
Performed_rituals,0.241054186,0.236106326,0.25360952,0.202367847,0.191922881,0.225682211,0.242646233,0.202130885,0.287405594,0.276009252,0.247917264,0.261050388,0.206341777,0.247790275,0.226222838,0.243096323,0.246250189,0.19502061,0.446176726,0.311797201,0.365489281,1,0.566791952,0.421546031,0.397034962,0.422357237,0.530774445,0.38137595,0.413295191,0.342144882,0.33879595,0.348643341,0.369321095,0.382993567,0.415566363,0.387500067,0.312013677,0.306620575,0.386389565,0.388389195,0.389588527,0.457447094,0.399793932,0.438431194,0.155660406,0.259900579,0.177374284,0.119207277,0.264381384,0.181905543,0.273973825,0.273932758,0.220926829,0.216511694,0.282039386,0.258962808,0.248742509,0.281598358,0.259375856,0.240623815,0.211431132,0.26409957,0.294730881,0.247057294,0.224733573,0.300704407,0.260638258,0.211242589,0.194499557,0.1964238,0.226850437,0.244141125,0.269156095,0.228514029,0.234667583,0.216038144,0.142911756,0.129415677,0.161941169,0.137016505,0.12565774,0.170079821,0.13465273,0.145961511,0.157322058,0.117130965,0.136707077,0.151544164,0.081370523,0.104305797,0.066172412,0.221344445,0.154753065,0.29525916,0.211707048,0.168428442,0.256952492,0.262437234,0.210180125,0.229819622,0.270314825,0.240633061,0.222472485,0.27843462,0.215562974,0.197118809,0.218898209,0.252029267,0.234220489,0.205601389,0.243737357,0.217686086,0.222777275,0.204030584,0.229799233,0.231304817,0.194907897,0.218275217,0.189797922,0.199807152,0.206418019,0.272527246,0.20590851,0.155038791,0.203063859,0.099247897,0.140303433,0.166415375,0.179319005,0.088951529,0.143708038,0.136688159,0.096551651,0.184682743,0.160093434,0.194684931,0.205219794,0.105433437,0.267221307,0.241981858,0.230092329,0.271457271,0.234652247,0.2374803,0.273573291,0.231345984,0.210825998,0.22241789,0.238137617,0.29642958,0.275599817,0.116188641,0.07994462,0.1989137,0.204111981
